per,wellid,qdes,per,,qdes
11,well804,0,11,well1290,0
11,well805,0,11,well1291,0
11,well806,0,11,well1292,0
11,well807,0,11,well1293,0
11,well808,0,11,well1294,0
11,well809,0,11,well1295,0
11,well810,0,11,well1296,0
11,well811,0,11,well1297,0
11,well812,0,11,well1298,0
11,well813,0,11,well1299,0
11,well814,0,11,well1300,0
11,well815,0,11,well1301,0
11,well816,0,11,well1302,0
11,well817,0,11,well1303,0
11,well818,0,11,well1304,0
11,well819,0,11,well1305,0
11,well820,0,11,well1306,0
11,well821,0,11,well1307,0
11,well822,0,11,well1308,0
11,well823,0,11,well1309,0
11,well824,0,11,well1310,0
11,well825,0,11,well1311,0
11,well826,0,11,well1312,0
11,well827,0,11,well1313,0
11,well828,0,11,well1314,0
11,well829,0,11,well1315,0
11,well830,0,11,well1316,0
11,well831,0,11,well1317,0
11,well832,0,11,well1318,0
11,well833,0,11,well1319,0
11,well834,0,11,well1320,0
11,well835,0,11,well1321,0
11,well836,0,11,well1322,0
11,well837,0,11,well1323,0
11,well838,0,11,well1324,0
11,well839,0,11,well1325,0
11,well840,0,11,well1326,0
11,well841,0,11,well1327,0
11,well842,0,11,well1328,0
11,well843,0,11,well1329,0
11,well844,0,11,well1330,0
11,well845,0,11,well1331,0
11,well846,0,11,well1332,0
11,well847,0,11,well1333,0
11,well848,0,11,well1334,0
11,well849,0,11,well1335,0
11,well850,0,11,well1336,0
11,well851,0,11,well1337,0
11,well852,0,11,well1338,0
11,well853,0,11,well1339,0
11,well854,0,11,well1340,0
11,well855,0,11,well1341,0
11,well856,0,11,well1342,0
11,well857,0,11,well1343,0
11,well858,0,11,well1344,0
11,well859,0,11,well1345,0
11,well860,0,11,well1346,0
11,well861,0,11,well1347,0
11,well862,0,11,well1348,0
11,well863,0,11,well1349,0
11,well864,0,11,well1350,0
11,well865,0,11,well1351,0
11,well866,0,11,well1352,0
11,well867,0,11,well1353,0
11,well868,0,11,well1354,0
11,well869,0,11,well1355,0
11,well870,0,11,well1356,0
11,well871,0,11,well1357,0
11,well872,0,11,well1358,0
11,well873,0,11,well1359,0
11,well874,0,11,well1360,0
11,well875,0,11,well1361,0
11,well876,0,11,well1362,0
11,well877,0,11,well1363,0
11,well878,0,11,well1364,0
11,well879,0,11,well1365,0
11,well880,0,11,well1366,0
11,well881,0,11,well1367,0
11,well882,0,11,well1368,0
11,well883,0,11,well1369,0
11,well884,0,11,well1370,0
11,well885,0,11,well1371,0
11,well886,0,11,well1372,0
11,well887,0,11,well1373,0
11,well888,0,11,well1374,0
11,well889,0,11,well1375,0
11,well890,0,11,well1376,0
11,well891,0,11,well1377,0
11,well892,0,11,well1378,0
11,well893,0,11,well1379,0
11,well894,0,11,well1380,0
11,well895,0,11,well1381,0
11,well896,0,11,well1382,0
11,well897,0,11,well1383,0
11,well898,0,11,well1384,0
11,well899,0,11,well1385,0
11,well900,0,11,well1386,0
11,well901,0,11,well1387,0
11,well902,0,11,well1388,0
11,well903,0,11,well1389,0
11,well904,0,11,well1390,0
11,well905,0,11,well1391,0
11,well906,0,11,well1392,0
11,well907,0,11,well1393,0
11,well908,0,11,well1394,0
11,well909,0,11,well1395,0
11,well910,0,11,well1396,0
11,well911,0,11,well1397,0
11,well912,0,11,well1398,0
11,well913,0,11,well1399,0
11,well914,0,11,well1400,0
11,well915,0,11,well1401,0
11,well916,0,11,well1402,0
11,well917,0,11,well1403,0
11,well918,0,11,well1404,0
11,well919,0,11,well1405,0
11,well920,0,11,well1406,0
11,well921,0,11,well1407,0
11,well922,0,11,well1408,0
11,well923,0,11,well1409,0
11,well924,0,11,well1410,0
11,well925,0,11,well1411,0
11,well926,0,11,well1412,0
11,well927,0,11,well1413,0
11,well928,0,11,well1414,0
11,well929,0,11,well1415,0
11,well930,0,11,well1416,0
11,well931,0,11,well1417,0
11,well932,0,11,well1418,0
11,well933,0,11,well1419,0
11,well934,0,11,well1420,0
11,well935,0,11,well1421,0
11,well936,0,11,well1422,0
11,well937,0,11,well1423,0
11,well938,0,11,well1424,0
11,well939,0,11,well1425,0
11,well940,0,11,well1426,0
11,well941,0,11,well1427,0
11,well942,0,11,well1428,0
11,well943,0,11,well1429,0
11,well944,0,11,well1430,0
11,well945,0,11,well1431,0
11,well946,0,11,well1432,0
11,well947,0,11,well1433,0
11,well948,0,11,well1434,0
11,well949,0,11,well1435,0
11,well950,0,11,well1436,0
11,well951,0,11,well1437,0
11,well952,0,11,well1438,0
11,well953,0,11,well1439,0
11,well954,0,11,well1440,0
11,well955,0,11,well1441,0
11,well956,0,11,well1442,0
11,well957,0,11,well1443,0
11,well958,0,11,well1444,0
11,well959,0,11,well1445,0
11,well960,0,11,well1446,0
11,well961,0,11,well1447,0
11,well962,0,11,well1448,0
11,well963,0,11,well1449,0
11,well964,0,11,well1450,0
11,well965,0,11,well1451,0
11,well966,0,11,well1452,0
11,well967,0,11,well1453,0
11,well968,0,11,well1454,0
11,well969,0,11,well1455,0
11,well970,0,11,well1456,0
11,well971,0,11,well1457,0
11,well972,0,11,well1458,0
11,well973,0,11,well1459,0
11,well974,0,11,well1460,0
11,well975,0,11,well1461,0
11,well976,0,11,well1462,0
11,well977,0,11,well1463,0
11,well978,0,11,well1464,0
11,well979,0,11,well1465,0
11,well980,0,11,well1466,0
11,well981,0,11,well1467,0
11,well982,0,11,well1468,0
11,well983,0,11,well1469,0
11,well984,0,11,well1470,0
11,well985,0,11,well1471,0
11,well986,0,11,well1472,0
11,well987,0,11,well1473,0
11,well988,0,11,well1474,0
11,well989,0,11,well1475,0
11,well990,0,11,well1476,0
11,well991,0,11,well1477,0
11,well992,0,11,well1478,0
11,well993,0,11,well1479,0
11,well994,0,11,well1480,0
11,well995,0,11,well1481,0
11,well996,0,11,well1482,0
11,well997,0,11,well1483,0
11,well998,0,11,well1484,0
11,well999,0,11,well1485,0
12,well1000,0,12,well1486,0
12,well1001,0,12,well1487,0
12,well1002,0,12,well1488,0
12,well1003,0,12,well1489,0
12,well1004,0,12,well1490,0
12,well1005,0,12,well1491,0
12,well1006,0,12,well1492,0
12,well1007,0,12,well1493,0
12,well1008,0,12,well1494,0
12,well1009,0,12,well1495,0
12,well1010,0,12,well1496,0
12,well487,-0.3,12,well973,-432
12,well488,0,12,well974,0
12,well489,-0.8,12,well975,-1152
12,well490,0,12,well976,0
12,well491,-1.8,12,well977,-2592
12,well492,-1,12,well978,-1440
12,well493,-1,12,well979,-1440
12,well494,0,12,well980,0
12,well495,-0.55,12,well981,-792
12,well496,0,12,well982,0
12,well497,0,12,well983,0
12,well498,0,12,well984,0
12,well499,-0.3,12,well985,-432
12,well500,-1.1,12,well986,-1584
12,well501,-0.25,12,well987,-360
12,well502,0,12,well988,0
12,well503,0,12,well989,0
12,well504,-0.8,12,well990,-1152
12,well505,0,12,well991,0
12,well506,0,12,well992,0
12,well507,0,12,well993,0
12,well508,0,12,well994,0
12,well509,-1.8,12,well995,-2592
12,well510,0,12,well996,0
12,well511,-0.25,12,well997,-360
12,well512,-0.25,12,well998,-360
12,well513,-0.25,12,well999,-360
12,well514,-0.25,12,well1000,-360
12,well515,0,12,well1001,0
12,well516,0,12,well1002,0
12,well517,0,12,well1003,0
12,well518,-0.25,12,well1004,-360
12,well519,-0.5,12,well1005,-720
12,well520,-0.25,12,well1006,-360
12,well521,-0.25,12,well1007,-360
12,well522,-0.25,12,well1008,-360
12,well523,0,12,well1009,0
12,well524,-0.7,12,well1010,-1008
12,well525,-0.5,12,well1011,-720
12,well526,-0.5,12,well1012,-720
12,well527,0,12,well1013,0
12,well528,0,12,well1014,0
12,well529,-0.5,12,well1015,-720
12,well530,0,12,well1016,0
12,well531,-0.5,12,well1017,-720
12,well532,-0.5,12,well1018,-720
12,well533,-0.5,12,well1019,-720
12,well534,0,12,well1020,0
12,well535,-2,12,well1021,-2880
12,well536,-0.5,12,well1022,-720
12,well537,-0.5,12,well1023,-720
12,well538,0,12,well1024,0
12,well539,0,12,well1025,0
12,well540,-0.5,12,well1026,-720
12,well541,0,12,well1027,0
12,well542,0,12,well1028,0
12,well543,0,12,well1029,0
12,well544,0,12,well1030,0
12,well545,0,12,well1031,0
12,well546,0,12,well1032,0
12,well547,0,12,well1033,0
12,well548,0,12,well1034,0
12,well549,0,12,well1035,0
12,well550,-0.5,12,well1036,-720
12,well551,0,12,well1037,0
12,well552,-0.25,12,well1038,-360
12,well553,0,12,well1039,0
12,well554,0,12,well1040,0
12,well555,0,12,well1041,0
12,well556,0,12,well1042,0
12,well557,0,12,well1043,0
12,well558,0,12,well1044,0
12,well559,0,12,well1045,0
12,well560,0,12,well1046,0
12,well561,0,12,well1047,0
12,well562,0,12,well1048,0
12,well563,0,12,well1049,0
12,well564,0,12,well1050,0
12,well565,-0.25,12,well1051,-360
12,well566,-0.25,12,well1052,-360
12,well567,-0.5,12,well1053,-720
12,well568,0,12,well1054,0
12,well569,-0.5,12,well1055,-720
12,well570,-0.25,12,well1056,-360
12,well571,-0.5,12,well1057,-720
12,well572,-0.5,12,well1058,-720
12,well573,0,12,well1059,0
12,well574,0,12,well1060,0
12,well575,0,12,well1061,0
12,well576,0,12,well1062,0
12,well577,0,12,well1063,0
12,well578,0,12,well1064,0
12,well579,0,12,well1065,0
12,well580,0,12,well1066,0
12,well581,0,12,well1067,0
12,well582,0,12,well1068,0
12,well583,0,12,well1069,0
12,well584,-1.6,12,well1070,-2304
12,well585,0,12,well1071,0
12,well586,0,12,well1072,0
12,well587,0,12,well1073,0
12,well588,0,12,well1074,0
12,well589,0,12,well1075,0
12,well590,0,12,well1076,0
12,well591,-1.8,12,well1077,-2592
12,well592,-0.4,12,well1078,-576
12,well593,-2.5,12,well1079,-3600
12,well594,-0.8,12,well1080,-1152
12,well595,-0.25,12,well1081,-360
12,well596,0,12,well1082,0
12,well597,-0.25,12,well1083,-360
12,well598,-0.8,12,well1084,-1152
12,well599,-0.4,12,well1085,-576
12,well600,-0.3,12,well1086,-432
12,well601,-0.4,12,well1087,-576
12,well602,-0.6,12,well1088,-864
12,well603,-0.6,12,well1089,-864
12,well604,-0.4,12,well1090,-576
12,well605,-1.4,12,well1091,-2016
12,well606,-0.7,12,well1092,-1008
12,well607,0,12,well1093,0
12,well608,-1.4,12,well1094,-2016
12,well609,-2.5,12,well1095,-3600
12,well610,-1.4,12,well1096,-2016
12,well611,-1.2,12,well1097,-1728
12,well612,-1.4,12,well1098,-2016
12,well613,-1.1,12,well1099,-1584
12,well614,-1.8,12,well1100,-2592
12,well615,-2.2,12,well1101,-3168
12,well616,-0.6,12,well1102,-864
12,well617,-0.7,12,well1103,-1008
12,well618,-0.6,12,well1104,-864
12,well619,-0.3,12,well1105,-432
12,well620,-0.3,12,well1106,-432
12,well621,-0.3,12,well1107,-432
12,well622,-0.3,12,well1108,-432
12,well623,-1.4,12,well1109,-2016
12,well624,-1,12,well1110,-1440
12,well625,-0.6,12,well1111,-864
12,well626,-0.5,12,well1112,-720
12,well627,-0.5,12,well1113,-720
12,well628,-0.4,12,well1114,-576
12,well629,-0.4,12,well1115,-576
12,well630,-0.4,12,well1116,-576
12,well631,-0.3,12,well1117,-432
12,well632,-0.3,12,well1118,-432
12,well633,-0.7,12,well1119,-1008
12,well634,-1.6,12,well1120,-2304
12,well635,-1,12,well1121,-1440
12,well636,-0.5,12,well1122,-720
12,well637,-0.7,12,well1123,-1008
12,well638,-0.3,12,well1124,-432
12,well639,-0.7,12,well1125,-1008
12,well640,-0.4,12,well1126,-576
12,well641,-0.3,12,well1127,-432
12,well642,-0.4,12,well1128,-576
12,well643,0,12,well1129,0
12,well644,-0.6,12,well1130,-864
12,well645,-0.4,12,well1131,-576
12,well646,-0.6,12,well1132,-864
12,well647,-0.3,12,well1133,-432
12,well648,-0.3,12,well1134,-432
12,well649,-0.2,12,well1135,-288
12,well650,0,12,well1136,0
12,well651,-1,12,well1137,-1440
12,well652,-1.3,12,well1138,-1872
12,well653,-0.5,12,well1139,-720
12,well654,-0.5,12,well1140,-720
12,well655,-0.3,12,well1141,-432
12,well656,-0.3,12,well1142,-432
12,well657,-0.8,12,well1143,-1152
12,well658,-1,12,well1144,-1440
12,well659,-0.7,12,well1145,-1008
12,well660,-1.1,12,well1146,-1584
12,well661,-0.4,12,well1147,-576
12,well662,-1,12,well1148,-1440
12,well663,-0.3,12,well1149,-432
12,well664,-0.3,12,well1150,-432
12,well665,-0.3,12,well1151,-432
12,well666,-0.3,12,well1152,-432
12,well667,-0.3,12,well1153,-432
12,well668,-0.8,12,well1154,-1152
12,well669,-0.3,12,well1155,-432
12,well670,-0.3,12,well1156,-432
12,well671,-0.3,12,well1157,-432
12,well672,-1.1,12,well1158,-1584
12,well673,-0.3,12,well1159,-432
12,well674,-0.2,12,well1160,-288
12,well675,-0.6,12,well1161,-864
12,well676,-1.8,12,well1162,-2592
12,well677,-2.2,12,well1163,-3168
12,well678,-1,12,well1164,-1440
12,well679,-1.8,12,well1165,-2592
12,well680,-1.4,12,well1166,-2016
12,well681,-2,12,well1167,-2880
12,well682,-0.7,12,well1168,-1008
12,well683,-0.7,12,well1169,-1008
12,well684,-0.6,12,well1170,-864
12,well685,-0.8,12,well1171,-1152
12,well686,-1.8,12,well1172,-2592
12,well687,-1,12,well1173,-1440
12,well688,-0.45,12,well1174,-648
12,well689,-1.1,12,well1175,-1584
12,well690,-0.6,12,well1176,-864
12,well691,-0.6,12,well1177,-864
12,well692,-0.6,12,well1178,-864
12,well693,-0.7,12,well1179,-1008
12,well694,-0.5,12,well1180,-720
12,well695,-1,12,well1181,-1440
12,well696,-0.6,12,well1182,-864
12,well697,-1.1,12,well1183,-1584
12,well698,-0.6,12,well1184,-864
12,well699,-0.4,12,well1185,-576
12,well700,-0.8,12,well1186,-1152
12,well701,-0.4,12,well1187,-576
12,well702,-0.2,12,well1188,-288
12,well703,-0.6,12,well1189,-864
12,well704,-0.2,12,well1190,-288
12,well705,-1.6,12,well1191,-2304
12,well706,-0.6,12,well1192,-864
12,well707,-0.8,12,well1193,-1152
12,well708,-1,12,well1194,-1440
12,well709,-0.4,12,well1195,-576
12,well710,-1.4,12,well1196,-2016
12,well711,-0.7,12,well1197,-1008
12,well712,-0.8,12,well1198,-1152
12,well713,-0.6,12,well1199,-864
12,well714,-0.5,12,well1200,-720
12,well715,-0.5,12,well1201,-720
12,well716,-0.8,12,well1202,-1152
12,well717,-1,12,well1203,-1440
12,well718,-1,12,well1204,-1440
12,well719,-0.4,12,well1205,-576
12,well720,-0.6,12,well1206,-864
12,well721,-0.6,12,well1207,-864
12,well722,-0.3,12,well1208,-432
12,well723,-1,12,well1209,-1440
12,well724,0,12,well1210,0
12,well725,-1.1,12,well1211,-1584
12,well726,-1.2,12,well1212,-1728
12,well727,-0.5,12,well1213,-720
12,well728,-0.6,12,well1214,-864
12,well729,-1.4,12,well1215,-2016
12,well730,-1.2,12,well1216,-1728
12,well731,-0.5,12,well1217,-720
12,well732,-0.3,12,well1218,-432
12,well733,-0.3,12,well1219,-432
12,well734,-0.3,12,well1220,-432
12,well735,-1.1,12,well1221,-1584
12,well736,-1,12,well1222,-1440
12,well737,-1.2,12,well1223,-1728
12,well738,-1.2,12,well1224,-1728
12,well739,-0.5,12,well1225,-720
12,well740,-0.8,12,well1226,-1152
12,well741,-0.5,12,well1227,-720
12,well742,-1,12,well1228,-1440
12,well743,-1.2,12,well1229,-1728
12,well744,-0.3,12,well1230,-432
12,well745,-0.3,12,well1231,-432
12,well746,0,12,well1232,0
12,well747,-0.3,12,well1233,-432
12,well748,-0.2,12,well1234,-288
12,well749,0,12,well1235,0
12,well750,0,12,well1236,0
12,well751,0,12,well1237,0
12,well752,0,12,well1238,0
12,well753,0,12,well1239,0
12,well754,0,12,well1240,0
12,well755,0,12,well1241,0
12,well756,0,12,well1242,0
12,well757,0,12,well1243,0
12,well758,0,12,well1244,0
12,well759,0,12,well1245,0
12,well760,0,12,well1246,0
12,well761,0,12,well1247,0
12,well762,0,12,well1248,0
12,well763,0,12,well1249,0
12,well764,0,12,well1250,0
12,well765,0,12,well1251,0
12,well766,0,12,well1252,0
12,well767,0,12,well1253,0
12,well768,0,12,well1254,0
12,well769,0,12,well1255,0
12,well770,0,12,well1256,0
12,well771,0,12,well1257,0
12,well772,0,12,well1258,0
12,well773,0,12,well1259,0
12,well774,0,12,well1260,0
12,well775,0,12,well1261,0
12,well776,0,12,well1262,0
12,well777,0,12,well1263,0
12,well778,0,12,well1264,0
12,well779,0,12,well1265,0
12,well780,0,12,well1266,0
12,well781,0,12,well1267,0
12,well782,0,12,well1268,0
12,well783,0,12,well1269,0
12,well784,0,12,well1270,0
12,well785,0,12,well1271,0
12,well786,0,12,well1272,0
12,well787,0,12,well1273,0
12,well788,0,12,well1274,0
12,well789,0,12,well1275,0
12,well790,0,12,well1276,0
12,well791,0,12,well1277,0
12,well792,0,12,well1278,0
12,well793,0,12,well1279,0
12,well794,0,12,well1280,0
12,well795,0,12,well1281,0
12,well796,0,12,well1282,0
12,well797,0,12,well1283,0
12,well798,0,12,well1284,0
12,well799,0,12,well1285,0
12,well800,0,12,well1286,0
12,well801,0,12,well1287,0
12,well802,0,12,well1288,0
12,well803,0,12,well1289,0
12,well804,0,12,well1290,0
12,well805,0,12,well1291,0
12,well806,0,12,well1292,0
12,well807,0,12,well1293,0
12,well808,0,12,well1294,0
12,well809,0,12,well1295,0
12,well810,0,12,well1296,0
12,well811,0,12,well1297,0
12,well812,0,12,well1298,0
12,well813,0,12,well1299,0
12,well814,0,12,well1300,0
12,well815,0,12,well1301,0
12,well816,0,12,well1302,0
12,well817,0,12,well1303,0
12,well818,0,12,well1304,0
12,well819,0,12,well1305,0
12,well820,0,12,well1306,0
12,well821,0,12,well1307,0
12,well822,0,12,well1308,0
12,well823,0,12,well1309,0
12,well824,0,12,well1310,0
12,well825,0,12,well1311,0
12,well826,0,12,well1312,0
12,well827,0,12,well1313,0
12,well828,0,12,well1314,0
12,well829,0,12,well1315,0
12,well830,0,12,well1316,0
12,well831,0,12,well1317,0
12,well832,0,12,well1318,0
12,well833,0,12,well1319,0
12,well834,0,12,well1320,0
12,well835,0,12,well1321,0
12,well836,0,12,well1322,0
12,well837,0,12,well1323,0
12,well838,0,12,well1324,0
12,well839,0,12,well1325,0
12,well840,0,12,well1326,0
12,well841,0,12,well1327,0
12,well842,0,12,well1328,0
12,well843,0,12,well1329,0
12,well844,0,12,well1330,0
12,well845,0,12,well1331,0
12,well846,0,12,well1332,0
12,well847,0,12,well1333,0
12,well848,0,12,well1334,0
12,well849,0,12,well1335,0
12,well850,0,12,well1336,0
12,well851,0,12,well1337,0
12,well852,0,12,well1338,0
12,well853,0,12,well1339,0
12,well854,0,12,well1340,0
12,well855,0,12,well1341,0
12,well856,0,12,well1342,0
12,well857,0,12,well1343,0
12,well858,0,12,well1344,0
12,well859,0,12,well1345,0
12,well860,0,12,well1346,0
12,well861,0,12,well1347,0
12,well862,0,12,well1348,0
12,well863,0,12,well1349,0
12,well864,0,12,well1350,0
12,well865,0,12,well1351,0
12,well866,0,12,well1352,0
12,well867,0,12,well1353,0
12,well868,0,12,well1354,0
12,well869,0,12,well1355,0
12,well870,0,12,well1356,0
12,well871,0,12,well1357,0
12,well872,0,12,well1358,0
12,well873,0,12,well1359,0
12,well874,0,12,well1360,0
12,well875,0,12,well1361,0
12,well876,0,12,well1362,0
12,well877,0,12,well1363,0
12,well878,0,12,well1364,0
12,well879,0,12,well1365,0
12,well880,0,12,well1366,0
12,well881,0,12,well1367,0
12,well882,0,12,well1368,0
12,well883,0,12,well1369,0
12,well884,0,12,well1370,0
12,well885,0,12,well1371,0
12,well886,0,12,well1372,0
12,well887,0,12,well1373,0
12,well888,0,12,well1374,0
12,well889,0,12,well1375,0
12,well890,0,12,well1376,0
12,well891,0,12,well1377,0
12,well892,0,12,well1378,0
12,well893,0,12,well1379,0
12,well894,0,12,well1380,0
12,well895,0,12,well1381,0
12,well896,0,12,well1382,0
12,well897,0,12,well1383,0
12,well898,0,12,well1384,0
12,well899,0,12,well1385,0
12,well900,0,12,well1386,0
12,well901,0,12,well1387,0
12,well902,0,12,well1388,0
12,well903,0,12,well1389,0
12,well904,0,12,well1390,0
12,well905,0,12,well1391,0
12,well906,0,12,well1392,0
12,well907,0,12,well1393,0
12,well908,0,12,well1394,0
12,well909,0,12,well1395,0
12,well910,0,12,well1396,0
12,well911,0,12,well1397,0
12,well912,0,12,well1398,0
12,well913,0,12,well1399,0
12,well914,0,12,well1400,0
12,well915,0,12,well1401,0
12,well916,0,12,well1402,0
12,well917,0,12,well1403,0
12,well918,0,12,well1404,0
12,well919,0,12,well1405,0
12,well920,0,12,well1406,0
12,well921,0,12,well1407,0
12,well922,0,12,well1408,0
12,well923,0,12,well1409,0
12,well924,0,12,well1410,0
12,well925,0,12,well1411,0
12,well926,0,12,well1412,0
12,well927,0,12,well1413,0
12,well928,0,12,well1414,0
12,well929,0,12,well1415,0
12,well930,0,12,well1416,0
12,well931,0,12,well1417,0
12,well932,0,12,well1418,0
12,well933,0,12,well1419,0
12,well934,0,12,well1420,0
12,well935,0,12,well1421,0
12,well936,0,12,well1422,0
12,well937,0,12,well1423,0
12,well938,0,12,well1424,0
12,well939,0,12,well1425,0
12,well940,0,12,well1426,0
12,well941,0,12,well1427,0
12,well942,0,12,well1428,0
12,well943,0,12,well1429,0
12,well944,0,12,well1430,0
12,well945,0,12,well1431,0
12,well946,0,12,well1432,0
12,well947,0,12,well1433,0
12,well948,0,12,well1434,0
12,well949,0,12,well1435,0
12,well950,0,12,well1436,0
12,well951,0,12,well1437,0
12,well952,0,12,well1438,0
12,well953,0,12,well1439,0
12,well954,0,12,well1440,0
12,well955,0,12,well1441,0
12,well956,0,12,well1442,0
12,well957,0,12,well1443,0
12,well958,0,12,well1444,0
12,well959,0,12,well1445,0
12,well960,0,12,well1446,0
12,well961,0,12,well1447,0
12,well962,0,12,well1448,0
12,well963,0,12,well1449,0
12,well964,0,12,well1450,0
12,well965,0,12,well1451,0
12,well966,0,12,well1452,0
12,well967,0,12,well1453,0
12,well968,0,12,well1454,0
12,well969,0,12,well1455,0
12,well970,0,12,well1456,0
12,well971,0,12,well1457,0
12,well972,0,12,well1458,0
12,well973,0,12,well1459,0
12,well974,0,12,well1460,0
12,well975,0,12,well1461,0
12,well976,0,12,well1462,0
12,well977,0,12,well1463,0
12,well978,0,12,well1464,0
12,well979,0,12,well1465,0
12,well980,0,12,well1466,0
12,well981,0,12,well1467,0
12,well982,0,12,well1468,0
12,well983,0,12,well1469,0
12,well984,0,12,well1470,0
12,well985,0,12,well1471,0
12,well986,0,12,well1472,0
12,well987,0,12,well1473,0
12,well988,0,12,well1474,0
12,well989,0,12,well1475,0
12,well990,0,12,well1476,0
12,well991,0,12,well1477,0
12,well992,0,12,well1478,0
12,well993,0,12,well1479,0
12,well994,0,12,well1480,0
12,well995,0,12,well1481,0
12,well996,0,12,well1482,0
12,well997,0,12,well1483,0
12,well998,0,12,well1484,0
12,well999,0,12,well1485,0
13,well1000,0,13,well1486,0
13,well1001,0,13,well1487,0
13,well1002,0,13,well1488,0
13,well1003,0,13,well1489,0
13,well1004,0,13,well1490,0
13,well1005,0,13,well1491,0
13,well1006,0,13,well1492,0
13,well1007,0,13,well1493,0
13,well1008,0,13,well1494,0
13,well1009,0,13,well1495,0
13,well1010,0,13,well1496,0
13,well487,-0.6,13,well973,-864
13,well488,0,13,well974,0
13,well489,-1.6,13,well975,-2304
13,well490,0,13,well976,0
13,well491,-1.8,13,well977,-2592
13,well492,-1,13,well978,-1440
13,well493,-1,13,well979,-1440
13,well494,0,13,well980,0
13,well495,-1.1,13,well981,-1584
13,well496,0,13,well982,0
13,well497,0,13,well983,0
13,well498,0,13,well984,0
13,well499,0,13,well985,0
13,well500,0,13,well986,0
13,well501,-0.3,13,well987,-432
13,well502,0,13,well988,0
13,well503,0,13,well989,0
13,well504,-1.1,13,well990,-1584
13,well505,-0.5,13,well991,-720
13,well506,0,13,well992,0
13,well507,0,13,well993,0
13,well508,0,13,well994,0
13,well509,0,13,well995,0
13,well510,0,13,well996,0
13,well511,0,13,well997,0
13,well512,0,13,well998,0
13,well513,0,13,well999,0
13,well514,0,13,well1000,0
13,well515,0,13,well1001,0
13,well516,0,13,well1002,0
13,well517,0,13,well1003,0
13,well518,-1.8,13,well1004,-2592
13,well519,0,13,well1005,0
13,well520,-0.25,13,well1006,-360
13,well521,-0.25,13,well1007,-360
13,well522,-0.25,13,well1008,-360
13,well523,-0.25,13,well1009,-360
13,well524,0,13,well1010,0
13,well525,0,13,well1011,0
13,well526,0,13,well1012,0
13,well527,0,13,well1013,0
13,well528,0,13,well1014,0
13,well529,0,13,well1015,0
13,well530,0,13,well1016,0
13,well531,-0.25,13,well1017,-360
13,well532,-1,13,well1018,-1440
13,well533,-0.5,13,well1019,-720
13,well534,0,13,well1020,0
13,well535,-0.5,13,well1021,-720
13,well536,-0.5,13,well1022,-720
13,well537,0,13,well1023,0
13,well538,-1,13,well1024,-1440
13,well539,0,13,well1025,0
13,well540,-1,13,well1026,-1440
13,well541,0,13,well1027,0
13,well542,0,13,well1028,0
13,well543,0,13,well1029,0
13,well544,0,13,well1030,0
13,well545,0,13,well1031,0
13,well546,0,13,well1032,0
13,well547,0,13,well1033,0
13,well548,0,13,well1034,0
13,well549,0,13,well1035,0
13,well550,0,13,well1036,0
13,well551,-1,13,well1037,-1440
13,well552,0,13,well1038,0
13,well553,0,13,well1039,0
13,well554,0,13,well1040,0
13,well555,0,13,well1041,0
13,well556,-1,13,well1042,-1440
13,well557,-1,13,well1043,-1440
13,well558,0,13,well1044,0
13,well559,0,13,well1045,0
13,well560,0,13,well1046,0
13,well561,-2,13,well1047,-2880
13,well562,0,13,well1048,0
13,well563,-1,13,well1049,-1440
13,well564,0,13,well1050,0
13,well565,0,13,well1051,0
13,well566,0,13,well1052,0
13,well567,0,13,well1053,0
13,well568,0,13,well1054,0
13,well569,0,13,well1055,0
13,well570,0,13,well1056,0
13,well571,0,13,well1057,0
13,well572,-0.5,13,well1058,-720
13,well573,0,13,well1059,0
13,well574,0,13,well1060,0
13,well575,0,13,well1061,0
13,well576,0,13,well1062,0
13,well577,0,13,well1063,0
13,well578,0,13,well1064,0
13,well579,0,13,well1065,0
13,well580,0,13,well1066,0
13,well581,0,13,well1067,0
13,well582,0,13,well1068,0
13,well583,0,13,well1069,0
13,well584,0,13,well1070,0
13,well585,0,13,well1071,0
13,well586,0,13,well1072,0
13,well587,0,13,well1073,0
13,well588,0,13,well1074,0
13,well589,0,13,well1075,0
13,well590,0,13,well1076,0
13,well591,-1,13,well1077,-1440
13,well592,0,13,well1078,0
13,well593,-0.5,13,well1079,-720
13,well594,0,13,well1080,0
13,well595,0,13,well1081,0
13,well596,0,13,well1082,0
13,well597,0,13,well1083,0
13,well598,0,13,well1084,0
13,well599,0,13,well1085,0
13,well600,0,13,well1086,0
13,well601,0,13,well1087,0
13,well602,0,13,well1088,0
13,well603,0,13,well1089,0
13,well604,0,13,well1090,0
13,well605,0,13,well1091,0
13,well606,0,13,well1092,0
13,well607,0,13,well1093,0
13,well608,0,13,well1094,0
13,well609,0,13,well1095,0
13,well610,0,13,well1096,0
13,well611,-0.25,13,well1097,-360
13,well612,-0.5,13,well1098,-720
13,well613,-0.5,13,well1099,-720
13,well614,-1,13,well1100,-1440
13,well615,0,13,well1101,0
13,well616,-1,13,well1102,-1440
13,well617,-0.5,13,well1103,-720
13,well618,0,13,well1104,0
13,well619,-1,13,well1105,-1440
13,well620,-1,13,well1106,-1440
13,well621,0,13,well1107,0
13,well622,0,13,well1108,0
13,well623,-0.25,13,well1109,-360
13,well624,0,13,well1110,0
13,well625,0,13,well1111,0
